gameDate,player1Odds,player2Odds,playersNames,score,tournamentName
26 Nov 2016,1.78,1.78,van Barneveld R. - Lewis A.,6:4,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,1.74,2.10,White I. - Jenkins T.,5:6,Players Championship Finals 2016 Results & Historical Odds
27 Feb 2015,1.44,1.44,Robson G. - Labanauskas D.,6:5,BDO World Trophy 2015 Results & Historical Odds
27 Feb 2015,2.36,1.56,Hofstra R. - de Vos G.,3:6,BDO World Trophy 2015 Results & Historical Odds
26 Nov 2016,1.05,1.05,van Gerwen M. - Van der Voort V.,6:1,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,1.49,1.49,Cullen J. - Rodriguez Row. J.,6:0,Players Championship Finals 2016 Results & Historical Odds
27 Feb 2015,1.29,3.47,O'Shea T. - Deprez S.,1:6,BDO World Trophy 2015 Results & Historical Odds
26 Nov 2016,1.68,1.68,Huybrechts K. - Gurney D.,6:1,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,1.52,1.52,Payne J. - van Peer B.,6:4,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,2.33,1.61,Dekker J. - Pipe J.,1:6,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,1.71,1.71,Dolan B. - Wattimena J.,6:5,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,1.36,3.24,Whitlock S. - Webster D.,3:6,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,3.61,1.29,McGowan M. - Norris A.,3:6,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,4.08,1.25,Kamphuis V. - Klaasen J.,2:6,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,1.23,1.23,Chisnall D. - Lewis J.,6:4,Players Championship Finals 2016 Results & Historical Odds
26 Nov 2016,1.94,1.87,van den Bergh D. - Kist C.,2:6,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.46,1.46,Lewis A. - Thornton R.,6:3,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.08,1.08,Wright P. - Wilson J.,6:3,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.13,1.13,Anderson G. - Henderson J.,6:3,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.23,4.27,Bunting S. - Meulenkamp R.,4:6,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.99,1.82,Huybrechts R. - Rodriguez Row. J.,4:6,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.04,1.04,van Gerwen M. - Hamilton A.,6:1,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.90,1.90,Norris A. - Smith M.,6:4,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.51,2.59,van de Pas B. - Dolan B.,5:6,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.24,1.24,Huybrechts K. - Mansell M.,6:3,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.31,1.31,Gurney D. - Baxter R.,6:3,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,2.10,1.73,Suljovic M. - van Barneveld R.,4:6,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.89,1.91,Webster M. - Jenkins T.,3:6,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.55,2.46,Price G. - van den Bergh D.,5:6,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.56,2.45,Beaton S. - de Graaf J.,4:6,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.36,1.36,Wade J. - King M.,6:4,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.51,2.56,West S. - Dekker J.,3:6,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.24,1.24,Chisnall D. - Painter K.,6:4,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.53,1.53,Green R. - Petersen D.,6:3,Players Championship Finals 2016 Results & Historical Odds
25 Nov 2016,1.73,1.73,Kist C. - Evans R.,6:4,Players Championship Finals 2016 Results & Historical Odds
20 Nov 2016,1.09,1.09,van Gerwen M. - Wade J.,16:8,Grand Slam 2016 Results & Historical Odds
20 Nov 2016,1.35,3.26,Anderson G. - Wade J.,14:16,Grand Slam 2016 Results & Historical Odds
20 Nov 2016,1.15,1.15,van Gerwen M. - Wright P.,16:10,Grand Slam 2016 Results & Historical Odds
19 Nov 2016,1.48,1.48,Anderson G. - van Barneveld R.,16:13,Grand Slam 2016 Results & Historical Odds
19 Nov 2016,4.43,1.21,Dobey Ch. - Wade J.,5:16,Grand Slam 2016 Results & Historical Odds
18 Nov 2016,2.58,2.58,Wright P. - Taylor P.,16:10,Grand Slam 2016 Results & Historical Odds
18 Nov 2016,1.03,1.03,van Gerwen M. - Dolan B.,16:3,Grand Slam 2016 Results & Historical Odds
17 Nov 2016,1.60,1.60,van Barneveld R. - Durrant G.,10:7,Grand Slam 2016 Results & Historical Odds
17 Nov 2016,1.17,1.17,Anderson G. - Noppert D.,10:9,Grand Slam 2016 Results & Historical Odds
17 Nov 2016,2.62,1.50,van de Pas B. - Wade J.,2:10,Grand Slam 2016 Results & Historical Odds
17 Nov 2016,1.98,1.84,Hughes J. - Dobey Ch.,9:10,Grand Slam 2016 Results & Historical Odds
16 Nov 2016,1.13,1.13,Wright P. - Fitton D.,10:3,Grand Slam 2016 Results & Historical Odds
16 Nov 2016,1.06,1.06,van Gerwen M. - Thornton R.,10:5,Grand Slam 2016 Results & Historical Odds
16 Nov 2016,1.10,1.10,Taylor P. - Smith J.,10:5,Grand Slam 2016 Results & Historical Odds
16 Nov 2016,1.51,2.59,Price G. - Dolan B.,9:10,Grand Slam 2016 Results & Historical Odds
15 Nov 2016,1.36,3.18,Whitlock S. - Smith J.,4:5,Grand Slam 2016 Results & Historical Odds
15 Nov 2016,2.06,1.76,Suljovic M. - van Barneveld R.,3:5,Grand Slam 2016 Results & Historical Odds
15 Nov 2016,1.71,2.14,Wilson J. - Hughes J.,4:5,Grand Slam 2016 Results & Historical Odds
15 Nov 2016,1.78,2.04,Thornton R. - Price G.,3:5,Grand Slam 2016 Results & Historical Odds
15 Nov 2016,2.54,1.52,Aspinall N. - Noppert D.,2:5,Grand Slam 2016 Results & Historical Odds
15 Nov 2016,2.00,2.00,van den Bergh D. - Waites S.,5:4,Grand Slam 2016 Results & Historical Odds
15 Nov 2016,1.15,1.15,Wright P. - Evetts T.,5:3,Grand Slam 2016 Results & Historical Odds
15 Nov 2016,1.75,2.09,Wade J. - Chisnall D.,3:5,Grand Slam 2016 Results & Historical Odds
14 Nov 2016,1.53,2.50,White I. - Fitton D.,4:5,Grand Slam 2016 Results & Historical Odds
14 Nov 2016,3.95,1.25,Derry N. - Durrant G.,0:5,Grand Slam 2016 Results & Historical Odds
14 Nov 2016,1.97,1.97,Dobey Ch. - Mitchell S.,5:3,Grand Slam 2016 Results & Historical Odds
14 Nov 2016,1.89,1.89,Dolan B. - Adams M.,5:3,Grand Slam 2016 Results & Historical Odds
14 Nov 2016,1.05,1.05,van Gerwen M. - Hopp M.,5:1,Grand Slam 2016 Results & Historical Odds
14 Nov 2016,1.09,7.93,Taylor P. - Webster D.,0:5,Grand Slam 2016 Results & Historical Odds
14 Nov 2016,1.25,1.25,Anderson G. - Norris A.,5:2,Grand Slam 2016 Results & Historical Odds
14 Nov 2016,1.63,2.28,Lewis A. - van de Pas B.,2:5,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.86,1.86,van de Pas B. - Mitchell S.,5:1,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.06,1.06,van Gerwen M. - Dolan B.,5:1,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.14,1.14,Anderson G. - Derry N.,5:0,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.21,1.21,Taylor P. - White I.,5:1,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,2.38,2.38,Hopp M. - Adams M.,5:3,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,2.13,1.72,Norris A. - Durrant G.,1:5,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.34,3.32,Lewis A. - Dobey Ch.,3:5,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.94,1.86,Webster D. - Fitton D.,4:5,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.58,1.58,Wright P. - Whitlock S.,5:0,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.37,1.37,van Barneveld R. - Noppert D.,5:2,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.49,1.49,Wade J. - Wilson J.,5:3,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.55,1.55,Thornton R. - van den Bergh D.,5:4,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.35,3.26,Chisnall D. - Hughes J.,1:5,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.77,1.77,Price G. - Waites S.,5:2,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,1.24,1.24,Suljovic M. - Aspinall N.,5:3,Grand Slam 2016 Results & Historical Odds
13 Nov 2016,2.11,1.73,Evetts T. - Smith J.,4:5,Grand Slam 2016 Results & Historical Odds
12 Nov 2016,1.32,3.41,Lewis A. - Mitchell S.,1:5,Grand Slam 2016 Results & Historical Odds
12 Nov 2016,1.10,1.10,van Gerwen M. - Adams M.,5:2,Grand Slam 2016 Results & Historical Odds
12 Nov 2016,1.36,1.36,Anderson G. - Durrant G.,5:4,Grand Slam 2016 Results & Historical Odds
05 Jun 2016,2.20,2.20,England - Netherlands,3:2,World Cup (Teams) 2016 Results & Historical Odds
05 Jun 2016,5.56,1.14,Belgium - Netherlands,0:2,World Cup (Teams) 2016 Results & Historical Odds
05 Jun 2016,1.13,1.13,England - Northern Ireland,2:0,World Cup (Teams) 2016 Results & Historical Odds
05 Jun 2016,6.32,1.12,Australia - Netherlands,1:2,World Cup (Teams) 2016 Results & Historical Odds
05 Jun 2016,1.38,3.10,Scotland - Belgium,1:2,World Cup (Teams) 2016 Results & Historical Odds
05 Jun 2016,1.19,1.19,England - Austria,2:0,World Cup (Teams) 2016 Results & Historical Odds
05 Jun 2016,2.95,1.40,Canada - Northern Ireland,1:2,World Cup (Teams) 2016 Results & Historical Odds
04 Jun 2016,1.01,1.01,Netherlands - Philippines,2:0,World Cup (Teams) 2016 Results & Historical Odds
04 Jun 2016,1.01,1.01,England - China,2:0,World Cup (Teams) 2016 Results & Historical Odds
04 Jun 2016,1.21,1.21,Australia - Denmark,2:1,World Cup (Teams) 2016 Results & Historical Odds
04 Jun 2016,1.05,1.05,Scotland - Norway,2:0,World Cup (Teams) 2016 Results & Historical Odds
04 Jun 2016,1.20,1.20,Austria - Singapore,2:0,World Cup (Teams) 2016 Results & Historical Odds
04 Jun 2016,1.20,4.35,Wales - Canada,1:2,World Cup (Teams) 2016 Results & Historical Odds
04 Jun 2016,1.43,1.43,Northern Ireland - Ireland,2:0,World Cup (Teams) 2016 Results & Historical Odds
04 Jun 2016,1.11,1.11,Belgium - Hungary,2:0,World Cup (Teams) 2016 Results & Historical Odds
03 Jun 2016,1.12,1.12,Austria - Italy,5:0,World Cup (Teams) 2016 Results & Historical Odds
03 Jun 2016,1.08,1.08,England - Spain,5:4,World Cup (Teams) 2016 Results & Historical Odds
03 Jun 2016,1.21,1.21,Wales - Finland,5:1,World Cup (Teams) 2016 Results & Historical Odds
03 Jun 2016,1.31,1.31,Northern Ireland - Japan,5:2,World Cup (Teams) 2016 Results & Historical Odds
03 Jun 2016,1.30,3.53,South Africa - Singapore,1:5,World Cup (Teams) 2016 Results & Historical Odds
03 Jun 2016,1.77,1.77,Ireland - Hong Kong,5:4,World Cup (Teams) 2016 Results & Historical Odds
03 Jun 2016,2.88,1.41,Greece - Canada,2:5,World Cup (Teams) 2016 Results & Historical Odds
03 Jun 2016,1.59,2.35,Czech Republic - China,3:5,World Cup (Teams) 2016 Results & Historical Odds
02 Jun 2016,1.48,1.48,Australia - Germany,5:3,World Cup (Teams) 2016 Results & Historical Odds
02 Jun 2016,1.01,1.01,Netherlands - Russia,5:3,World Cup (Teams) 2016 Results & Historical Odds
02 Jun 2016,1.04,1.04,Scotland - New Zealand,5:3,World Cup (Teams) 2016 Results & Historical Odds
02 Jun 2016,1.12,1.12,Belgium - Poland,5:1,World Cup (Teams) 2016 Results & Historical Odds
02 Jun 2016,2.19,2.19,Denmark - Sweden,5:2,World Cup (Teams) 2016 Results & Historical Odds
02 Jun 2016,2.54,2.54,Norway - Gibraltar,5:2,World Cup (Teams) 2016 Results & Historical Odds
02 Jun 2016,1.39,3.00,USA - Philippines,3:5,World Cup (Teams) 2016 Results & Historical Odds
02 Jun 2016,2.01,2.01,Hungary - Thailand,5:3,World Cup (Teams) 2016 Results & Historical Odds
31 Jan 2016,1.19,1.19,van Gerwen M. - Chisnall D.,11:6,The Masters 2016 Results & Historical Odds
31 Jan 2016,1.25,1.25,van Gerwen M. - Taylor P.,11:10,The Masters 2016 Results & Historical Odds
31 Jan 2016,1.66,1.66,Chisnall D. - Wade J.,11:6,The Masters 2016 Results & Historical Odds
05 Jun 2016,3.68,3.68,Lewis A. - van Gerwen M.,4:1,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,3.17,3.17,Beaton S. - Anderson G.,6:2,Championship League 2011 Results & Historical Odds
31 Jan 2016,1.13,1.13,van Gerwen M. - Smith M.,10:3,The Masters 2016 Results & Historical Odds
05 Jun 2016,1.42,1.42,Taylor P. - van Barneveld R.,4:1,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,1.70,1.70,Nicholson P. - King M.,6:3,Championship League 2011 Results & Historical Odds
31 Jan 2016,1.53,1.53,Taylor P. - Wright P.,10:9,The Masters 2016 Results & Historical Odds
05 Jun 2016,1.71,2.13,Lewis A. - van Barneveld R.,3:4,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,5.33,1.14,Priestley D. - Taylor P.,2:6,Championship League 2011 Results & Historical Odds
20 Oct 2011,2.56,2.56,Walsh M. - Whitlock S.,6:5,Championship League 2011 Results & Historical Odds
31 Jan 2016,2.93,1.42,Van der Voort V. - Chisnall D.,4:10,The Masters 2016 Results & Historical Odds
31 Jan 2016,2.40,1.59,Huybrechts K. - Wade J.,5:10,The Masters 2016 Results & Historical Odds
05 Jun 2016,2.40,2.40,Taylor P. - van Gerwen M.,4:3,World Cup (Singles) 2016 Results & Historical Odds
05 Jun 2016,1.82,1.82,van Barneveld R. - Huybrechts K.,4:2,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,1.43,1.43,Anderson G. - Walsh M.,6:2,Championship League 2011 Results & Historical Odds
20 Oct 2011,1.46,1.46,King M. - Priestley D.,6:2,Championship League 2011 Results & Historical Odds
30 Jan 2016,1.11,1.11,van Gerwen M. - Bunting S.,10:1,The Masters 2016 Results & Historical Odds
05 Jun 2016,1.08,1.08,van Gerwen M. - Huybrechts R.,4:1,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,1.24,1.24,Taylor P. - Nicholson P.,6:1,Championship League 2011 Results & Historical Odds
20 Oct 2011,1.42,2.77,Whitlock S. - Beaton S.,3:6,Championship League 2011 Results & Historical Odds
30 Jan 2016,1.15,5.54,Anderson G. - Van der Voort V.,7:10,The Masters 2016 Results & Historical Odds
05 Jun 2016,1.53,1.53,Lewis A. - Gurney D.,4:1,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,2.58,2.58,Beaton S. - Nicholson P.,6:2,Championship League 2011 Results & Historical Odds
20 Oct 2011,2.52,1.50,King M. - Anderson G.,3:6,Championship League 2011 Results & Historical Odds
30 Jan 2016,1.44,1.44,Taylor P. - Klaasen J.,10:6,The Masters 2016 Results & Historical Odds
30 Jan 2016,1.33,3.44,Lewis A. - Huybrechts K.,4:10,The Masters 2016 Results & Historical Odds
05 Jun 2016,1.17,1.17,Taylor P. - Dolan B.,4:0,World Cup (Singles) 2016 Results & Historical Odds
05 Jun 2016,2.98,2.98,Anderson K. - van Barneveld R.,4:3,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,1.60,1.60,Walsh M. - Priestley D.,6:1,Championship League 2011 Results & Historical Odds
20 Oct 2011,3.26,1.33,Whitlock S. - Taylor P.,5:6,Championship League 2011 Results & Historical Odds
30 Jan 2016,1.78,1.78,Smith M. - van Barneveld R.,10:7,The Masters 2016 Results & Historical Odds
30 Jan 2016,1.39,1.39,Wright P. - White I.,10:7,The Masters 2016 Results & Historical Odds
05 Jun 2016,5.57,1.16,Whitlock S. - van Gerwen M.,1:4,World Cup (Singles) 2016 Results & Historical Odds
05 Jun 2016,1.53,1.53,Thornton R. - Huybrechts R.,4:1,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,2.17,1.64,Beaton S. - King M.,0:6,Championship League 2011 Results & Historical Odds
20 Oct 2011,2.47,2.47,Nicholson P. - Anderson G.,6:1,Championship League 2011 Results & Historical Odds
30 Jan 2016,1.40,1.40,Wade J. - Jenkins T.,10:8,The Masters 2016 Results & Historical Odds
05 Jun 2016,1.44,2.85,Anderson G. - Huybrechts K.,2:4,World Cup (Singles) 2016 Results & Historical Odds
05 Jun 2016,1.25,1.25,Lewis A. - Rodriguez Row. J.,4:1,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,2.97,1.38,Priestley D. - Whitlock S.,3:6,Championship League 2011 Results & Historical Odds
20 Oct 2011,1.16,1.16,Taylor P. - Walsh M.,6:3,Championship League 2011 Results & Historical Odds
30 Jan 2016,2.92,1.43,Thornton R. - Chisnall D.,9:10,The Masters 2016 Results & Historical Odds
05 Jun 2016,1.30,1.30,Taylor P. - Suljovic M.,4:0,World Cup (Singles) 2016 Results & Historical Odds
05 Jun 2016,3.67,1.30,MacNeil K. - Gurney D.,0:4,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,1.60,1.60,Anderson G. - Whitlock S.,6:4,Championship League 2011 Results & Historical Odds
20 Oct 2011,2.75,2.75,Priestley D. - Nicholson P.,6:5,Championship League 2011 Results & Historical Odds
05 Jun 2016,2.58,2.58,Part J. - Dolan B.,4:3,World Cup (Singles) 2016 Results & Historical Odds
04 Jun 2016,1.08,1.08,van Barneveld R. - Tagarao A.,4:2,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,1.18,1.18,Taylor P. - King M.,6:3,Championship League 2011 Results & Historical Odds
20 Oct 2011,1.90,1.90,Walsh M. - Beaton S.,6:3,Championship League 2011 Results & Historical Odds
04 Jun 2016,1.01,1.01,van Gerwen M. - Ulang G.,4:2,World Cup (Singles) 2016 Results & Historical Odds
04 Jun 2016,1.04,1.04,Lewis A. - Xie W.,4:0,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,3.55,3.55,Priestley D. - Anderson G.,6:2,Championship League 2011 Results & Historical Odds
20 Oct 2011,1.16,1.16,Taylor P. - Beaton S.,6:3,Championship League 2011 Results & Historical Odds
04 Jun 2016,1.03,1.03,Taylor P. - Liu Y.,4:0,World Cup (Singles) 2016 Results & Historical Odds
20 Oct 2011,2.18,1.64,Walsh M. - King M.,3:6,Championship League 2011 Results & Historical Odds
20 Oct 2011,1.74,2.03,Whitlock S. - Nicholson P.,2:6,Championship League 2011 Results & Historical Odds
04 Jun 2016,1.37,3.14,Anderson K. - Laursen P.,2:4,World Cup (Singles) 2016 Results & Historical Odds
04 Jun 2016,1.21,1.21,Whitlock S. - Jensen D.,4:3,World Cup (Singles) 2016 Results & Historical Odds
09 Jan 2016,2.53,2.53,Gulliver T. - Hedman D.,3:2,World Championship Women 2016 Results & Historical Odds
20 Oct 2011,2.78,1.43,Anderson G. - Taylor P.,5:6,Championship League 2011 Results & Historical Odds
20 Oct 2011,1.72,2.07,Beaton S. - Priestley D.,4:6,Championship League 2011 Results & Historical Odds
04 Jun 2016,1.22,1.22,Thornton R. - Wagner R.,4:1,World Cup (Singles) 2016 Results & Historical Odds
04 Jun 2016,1.36,1.36,Rodriguez Row. J. - Lim H.,4:2,World Cup (Singles) 2016 Results & Historical Odds
08 Jan 2016,3.70,3.70,Gulliver T. - de Graaf A.,2:1,World Championship Women 2016 Results & Historical Odds
20 Oct 2011,2.15,2.15,King M. - Whitlock S.,6:3,Championship League 2011 Results & Historical Odds
20 Oct 2011,1.56,1.56,Nicholson P. - Walsh M.,6:3,Championship League 2011 Results & Historical Odds
04 Jun 2016,1.19,1.19,Suljovic M. - Lim P.,4:2,World Cup (Singles) 2016 Results & Historical Odds
04 Jun 2016,1.34,1.34,Price G. - MacNeil K.,4:0,World Cup (Singles) 2016 Results & Historical Odds
08 Jan 2016,3.14,1.36,Peters A. L. - Hedman D.,0:2,World Championship Women 2016 Results & Historical Odds
19 Oct 2011,1.82,1.82,Dudbridge M. - Brown S.,6:4,Championship League 2011 Results & Historical Odds
04 Jun 2016,1.41,2.97,Webster M. - Part J.,2:4,World Cup (Singles) 2016 Results & Historical Odds
04 Jun 2016,1.47,1.47,Dolan B. - McGowan M.,4:2,World Cup (Singles) 2016 Results & Historical Odds
07 Jan 2016,2.68,1.47,Winstanley L. - Hedman D.,0:2,World Championship Women 2016 Results & Historical Odds
19 Oct 2011,2.18,1.64,Klaasen J. - Painter K.,1:6,Championship League 2011 Results & Historical Odds
19 Oct 2011,2.29,2.29,Priestley D. - Van der Voort V.,6:2,Championship League 2011 Results & Historical Odds
04 Jun 2016,1.36,1.36,Gurney D. - O'Connor W.,4:1,World Cup (Singles) 2016 Results & Historical Odds
04 Jun 2016,1.16,1.16,Huybrechts K. - Bezzeg N.,4:1,World Cup (Singles) 2016 Results & Historical Odds
07 Jan 2016,1.19,1.19,de Graaf A. - Zijlstra A.,2:1,World Championship Women 2016 Results & Historical Odds
07 Jan 2016,6.22,6.22,Gulliver T. - Ashton L.,2:1,World Championship Women 2016 Results & Historical Odds
19 Oct 2011,2.17,2.17,Tabern A. - Part J.,6:5,Championship League 2011 Results & Historical Odds
19 Oct 2011,1.81,1.94,Brown S. - Priestley D.,3:6,Championship League 2011 Results & Historical Odds
07 Jan 2016,2.39,2.39,Peters A. L. - Jones Z.,2:1,World Championship Women 2016 Results & Historical Odds
06 Jan 2016,1.52,1.52,Winstanley L. - Brooks R.,2:0,World Championship Women 2016 Results & Historical Odds
19 Oct 2011,1.66,1.66,Painter K. - Tabern A.,6:5,Championship League 2011 Results & Historical Odds
19 Oct 2011,1.57,1.57,Part J. - Klaasen J.,6:1,Championship League 2011 Results & Historical Odds
05 Jan 2016,1.35,1.35,Jones Z. - Osborne T.,2:1,World Championship Women 2016 Results & Historical Odds
19 Oct 2011,1.56,1.56,Van der Voort V. - Dudbridge M.,6:1,Championship League 2011 Results & Historical Odds
19 Oct 2011,2.18,1.64,Brown S. - Painter K.,4:6,Championship League 2011 Results & Historical Odds
05 Jan 2016,1.15,1.15,Hedman D. - Hammond C.,2:0,World Championship Women 2016 Results & Historical Odds
04 Jan 2016,1.20,1.20,de Graaf A. - Gallagher C.,2:0,World Championship Women 2016 Results & Historical Odds
19 Oct 2011,1.81,1.81,Dudbridge M. - Klaasen J.,6:1,Championship League 2011 Results & Historical Odds
19 Oct 2011,1.85,1.85,Part J. - Van der Voort V.,6:1,Championship League 2011 Results & Historical Odds
03 Jan 2016,1.46,1.46,Gulliver T. - Bateman D.,2:1,World Championship Women 2016 Results & Historical Odds
19 Oct 2011,2.09,2.09,Priestley D. - Tabern A.,6:3,Championship League 2011 Results & Historical Odds
19 Oct 2011,1.96,1.96,Klaasen J. - Brown S.,6:5,Championship League 2011 Results & Historical Odds
03 Jan 2016,1.11,6.37,Sherrock F. - Peters A. L.,1:2,World Championship Women 2016 Results & Historical Odds
02 Jan 2016,1.17,4.89,Dobromyslova A. - Zijlstra A.,1:2,World Championship Women 2016 Results & Historical Odds
19 Oct 2011,1.63,1.63,Painter K. - Dudbridge M.,6:5,Championship League 2011 Results & Historical Odds
19 Oct 2011,2.39,1.55,Priestley D. - Part J.,5:6,Championship League 2011 Results & Historical Odds
02 Jan 2016,1.09,1.09,Ashton L. - Jacklin P.,2:0,World Championship Women 2016 Results & Historical Odds
19 Oct 2011,2.24,1.61,Tabern A. - Van der Voort V.,1:6,Championship League 2011 Results & Historical Odds
19 Oct 2011,1.83,1.83,Dudbridge M. - Priestley D.,6:5,Championship League 2011 Results & Historical Odds
19 Oct 2011,2.03,1.74,Klaasen J. - Tabern A.,2:6,Championship League 2011 Results & Historical Odds
19 Oct 2011,2.00,1.76,Painter K. - Part J.,4:6,Championship League 2011 Results & Historical Odds
19 Oct 2011,1.61,1.61,Van der Voort V. - Brown S.,6:3,Championship League 2011 Results & Historical Odds
19 Oct 2011,2.22,1.62,Klaasen J. - Van der Voort V.,2:6,Championship League 2011 Results & Historical Odds
19 Oct 2011,1.62,1.62,Painter K. - Priestley D.,6:2,Championship League 2011 Results & Historical Odds
11 Oct 2015,1.33,1.33,Durrant G. - Butler L.,7:3,World Masters 2015 Results & Historical Odds
11 Oct 2015,1.36,3.05,Adams M. - Butler L.,4:5,World Masters 2015 Results & Historical Odds
11 Oct 2015,4.49,1.20,Junghans T. - Durrant G.,1:5,World Masters 2015 Results & Historical Odds
11 Oct 2015,2.73,2.73,Butler L. - Waites S.,3:1,World Masters 2015 Results & Historical Odds
11 Oct 2015,3.17,1.34,Blackwell P. - Adams M.,1:3,World Masters 2015 Results & Historical Odds
11 Oct 2015,1.43,1.43,Durrant G. - Phillips M.,3:1,World Masters 2015 Results & Historical Odds
11 Oct 2015,1.34,3.14,Hughes J. - Junghans T.,1:3,World Masters 2015 Results & Historical Odds
24 Jul 2016,1.39,1.39,van Gerwen M. - Taylor P.,18:10,World Matchplay 2016 Results & Historical Odds
23 Jul 2016,1.69,2.20,Anderson G. - Taylor P.,8:17,World Matchplay 2016 Results & Historical Odds
23 Jul 2016,1.15,1.15,van Gerwen M. - Lewis A.,17:9,World Matchplay 2016 Results & Historical Odds
22 Jul 2016,1.07,1.07,Anderson G. - Beaton S.,16:13,World Matchplay 2016 Results & Historical Odds
22 Jul 2016,9.10,1.08,King M. - Taylor P.,14:16,World Matchplay 2016 Results & Historical Odds
21 Jul 2016,1.12,1.12,van Gerwen M. - Chisnall D.,16:9,World Matchplay 2016 Results & Historical Odds
21 Jul 2016,1.87,1.96,Wright P. - Lewis A.,14:16,World Matchplay 2016 Results & Historical Odds
20 Jul 2016,1.11,1.11,Anderson G. - Jenkins T.,11:5,World Matchplay 2016 Results & Historical Odds
20 Jul 2016,1.15,1.15,Taylor P. - Suljovic M.,11:5,World Matchplay 2016 Results & Historical Odds
20 Jul 2016,1.27,3.83,Smith M. - Beaton S.,7:11,World Matchplay 2016 Results & Historical Odds
20 Jul 2016,1.48,1.48,King M. - Dolan B.,11:8,World Matchplay 2016 Results & Historical Odds
19 Jul 2016,1.22,1.22,Lewis A. - Price G.,11:5,World Matchplay 2016 Results & Historical Odds
19 Jul 2016,1.05,1.05,van Gerwen M. - Anderson K.,11:3,World Matchplay 2016 Results & Historical Odds
19 Jul 2016,1.38,1.38,Wright P. - White I.,11:6,World Matchplay 2016 Results & Historical Odds
19 Jul 2016,3.23,1.36,Thornton R. - Chisnall D.,2:11,World Matchplay 2016 Results & Historical Odds
18 Jul 2016,1.57,1.57,Smith M. - Whitlock S.,10:6,World Matchplay 2016 Results & Historical Odds
18 Jul 2016,1.05,1.05,Taylor P. - Green R.,10:8,World Matchplay 2016 Results & Historical Odds
18 Jul 2016,1.13,6.35,van Barneveld R. - Dolan B.,7:10,World Matchplay 2016 Results & Historical Odds
18 Jul 2016,1.35,3.31,Klaasen J. - Beaton S.,6:10,World Matchplay 2016 Results & Historical Odds
