gameDate,player1Odds,player2Odds,playersNames,score,tournamentName
12 May 2019,2.54,2.54,White I. - Wright P.,8:7,European Tour 6 Results & Historical Odds
12 May 2019,2.62,1.49,Hughes J. - Wright P.,1:7,European Tour 6 Results & Historical Odds
12 May 2019,1.50,1.50,White I. - Beaton S.,7:5,European Tour 6 Results & Historical Odds
12 May 2019,4.12,4.12,Wright P. - van Gerwen M.,6:3,European Tour 6 Results & Historical Odds
12 May 2019,1.59,2.34,Aspinall N. - Hughes J.,5:6,European Tour 6 Results & Historical Odds
12 May 2019,1.74,1.74,Beaton S. - Webster D.,6:2,European Tour 6 Results & Historical Odds
12 May 2019,1.89,1.89,White I. - de Zwaan J.,6:1,European Tour 6 Results & Historical Odds
12 May 2019,1.08,1.08,van Gerwen M. - Richardson J.,6:1,European Tour 6 Results & Historical Odds
12 May 2019,1.51,1.51,Wright P. - Clayton J.,6:4,European Tour 6 Results & Historical Odds
12 May 2019,1.49,1.49,Hughes J. - McGeeney M.,6:4,European Tour 6 Results & Historical Odds
12 May 2019,1.70,2.11,Gurney D. - Aspinall N.,4:6,European Tour 6 Results & Historical Odds
12 May 2019,1.31,3.35,Price G. - Webster D.,4:6,European Tour 6 Results & Historical Odds
12 May 2019,1.74,1.74,Beaton S. - Searle R.,6:4,European Tour 6 Results & Historical Odds
12 May 2019,2.09,2.09,de Zwaan J. - Smith M.,6:4,European Tour 6 Results & Historical Odds
12 May 2019,1.50,1.50,White I. - Brown K.,6:3,European Tour 6 Results & Historical Odds
11 May 2019,1.09,1.09,Wright P. - Zonneveld N.,6:4,European Tour 6 Results & Historical Odds
11 May 2019,1.08,1.08,van Gerwen M. - Dolan B.,6:5,European Tour 6 Results & Historical Odds
11 May 2019,2.36,1.58,Hopp M. - Aspinall N.,3:6,European Tour 6 Results & Historical Odds
11 May 2019,1.72,2.08,Lewis A. - Hughes J.,3:6,European Tour 6 Results & Historical Odds
11 May 2019,1.49,2.57,Suljovic M. - Beaton S.,5:6,European Tour 6 Results & Historical Odds
11 May 2019,1.52,1.52,Gurney D. - Dobey Ch.,6:5,European Tour 6 Results & Historical Odds
11 May 2019,2.21,2.21,Webster D. - Van der Voort V.,6:5,European Tour 6 Results & Historical Odds
11 May 2019,-,,Wade J. - Searle R. ,w.o.,European Tour 6 Results & Historical Odds
11 May 2019,1.51,2.52,Cross R. - de Zwaan J.,3:6,European Tour 6 Results & Historical Odds
11 May 2019,1.21,1.21,Price G. - Carlin G.,6:1,European Tour 6 Results & Historical Odds
11 May 2019,1.65,1.65,White I. - van den Bergh D.,6:5,European Tour 6 Results & Historical Odds
11 May 2019,1.82,1.96,Evans R. - Brown K.,2:6,European Tour 6 Results & Historical Odds
11 May 2019,1.61,2.26,King M. - Richardson J.,3:6,European Tour 6 Results & Historical Odds
11 May 2019,1.66,1.66,Clayton J. - Smith R.,6:4,European Tour 6 Results & Historical Odds
11 May 2019,1.67,2.16,Cullen J. - McGeeney M.,5:6,European Tour 6 Results & Historical Odds
11 May 2019,1.55,1.55,Smith M. - Ratajski K.,6:4,European Tour 6 Results & Historical Odds
10 May 2019,2.69,2.69,Searle R. - Durrant G.,6:4,European Tour 6 Results & Historical Odds
10 May 2019,9.77,1.05,Pietreczko R. - Hughes J.,1:6,European Tour 6 Results & Historical Odds
10 May 2019,1.91,1.91,Beaton S. - Bunting S.,6:4,European Tour 6 Results & Historical Odds
10 May 2019,7.29,1.08,Klose D. - Brown K.,3:6,European Tour 6 Results & Historical Odds
10 May 2019,10.60,1.04,Bellmont S. - de Zwaan J.,2:6,European Tour 6 Results & Historical Odds
10 May 2019,2.19,1.66,Horvat D. - Carlin G.,3:6,European Tour 6 Results & Historical Odds
10 May 2019,1.45,1.45,Dobey Ch. - Razma M.,6:0,European Tour 6 Results & Historical Odds
10 May 2019,1.37,1.37,Van der Voort V. - Prins D.,6:4,European Tour 6 Results & Historical Odds
10 May 2019,3.71,1.27,Rasztovits M. - van den Bergh D.,1:6,European Tour 6 Results & Historical Odds
10 May 2019,1.25,1.25,Dolan B. - Rosenauer M.,6:2,European Tour 6 Results & Historical Odds
26 May 2019,1.15,5.40,van Gerwen M. - White I.,7:8,European Tour 7 Results & Historical Odds
10 May 2019,1.90,1.90,McGeeney M. - Payne J.,6:3,European Tour 6 Results & Historical Odds
26 May 2019,2.14,2.14,White I. - Wright P.,7:3,European Tour 7 Results & Historical Odds
10 May 2019,4.03,1.23,Viljanen K. - Aspinall N.,1:6,European Tour 6 Results & Historical Odds
26 May 2019,1.22,1.22,van Gerwen M. - Price G.,7:6,European Tour 7 Results & Historical Odds
26 May 2019,1.44,1.44,Wright P. - King M.,6:4,European Tour 7 Results & Historical Odds
10 May 2019,1.44,1.44,Zonneveld N. - Hurtz M.,6:4,European Tour 6 Results & Historical Odds
10 May 2019,3.54,1.29,Owen R. - Ratajski K.,4:6,European Tour 6 Results & Historical Odds
26 May 2019,1.54,1.54,White I. - Van der Voort V.,6:3,European Tour 7 Results & Historical Odds
26 May 2019,1.88,1.89,Durrant G. - Price G.,3:6,European Tour 7 Results & Historical Odds
10 May 2019,2.01,1.77,Edgar M. - Richardson J.,3:6,European Tour 6 Results & Historical Odds
10 May 2019,6.08,1.11,Ljubic P. - Smith R.,3:6,European Tour 6 Results & Historical Odds
26 May 2019,1.18,1.18,van Gerwen M. - Chisnall D.,6:4,European Tour 7 Results & Historical Odds
26 May 2019,1.54,1.54,King M. - Rodriguez Row. J.,6:5,European Tour 7 Results & Historical Odds
26 May 2019,1.39,1.39,Wright P. - Whitlock S.,6:3,European Tour 7 Results & Historical Odds
26 May 2019,2.06,2.06,Van der Voort V. - Hopp M.,6:4,European Tour 7 Results & Historical Odds
26 May 2019,1.52,1.52,White I. - Wattimena J.,6:2,European Tour 7 Results & Historical Odds
28 Apr 2019,5.15,1.17,White I. - van Gerwen M.,3:8,European Tour 4 Results & Historical Odds
26 May 2019,1.41,1.41,Price G. - Dolan B.,6:3,European Tour 7 Results & Historical Odds
26 May 2019,1.16,1.16,Durrant G. - Nilsson D.,6:0,European Tour 7 Results & Historical Odds
28 Apr 2019,4.84,1.18,Chisnall D. - van Gerwen M.,6:7,European Tour 4 Results & Historical Odds
28 Apr 2019,1.40,2.94,Cross R. - White I.,5:7,European Tour 4 Results & Historical Odds
26 May 2019,1.52,1.52,Chisnall D. - Evans R.,6:5,European Tour 7 Results & Historical Odds
26 May 2019,1.14,1.14,van Gerwen M. - van Barneveld R.,6:5,European Tour 7 Results & Historical Odds
28 Apr 2019,5.05,1.16,Aspinall N. - van Gerwen M.,5:6,European Tour 4 Results & Historical Odds
28 Apr 2019,2.06,2.06,Chisnall D. - Suljovic M.,6:5,European Tour 4 Results & Historical Odds
25 May 2019,1.45,2.68,Suljovic M. - Van der Voort V.,3:6,European Tour 7 Results & Historical Odds
28 Apr 2019,1.80,1.99,Lewis A. - White I.,5:6,European Tour 4 Results & Historical Odds
28 Apr 2019,2.54,1.50,Price G. - Cross R.,5:6,European Tour 4 Results & Historical Odds
25 May 2019,1.19,1.19,Wright P. - Edhouse R.,6:4,European Tour 7 Results & Historical Odds
25 May 2019,1.39,2.91,Smith M. - van Barneveld R.,3:6,European Tour 7 Results & Historical Odds
28 Apr 2019,1.13,1.13,van Gerwen M. - van Barneveld R.,6:5,European Tour 4 Results & Historical Odds
28 Apr 2019,1.56,2.38,Wade J. - Aspinall N.,2:6,European Tour 4 Results & Historical Odds
25 May 2019,1.39,2.90,Gurney D. - King M.,1:6,European Tour 7 Results & Historical Odds
25 May 2019,1.08,1.08,van Gerwen M. - O'Connor W.,6:2,European Tour 7 Results & Historical Odds
28 Apr 2019,1.90,1.90,Suljovic M. - Gurney D.,6:3,European Tour 4 Results & Historical Odds
28 Apr 2019,1.73,2.07,Wright P. - Chisnall D.,1:6,European Tour 4 Results & Historical Odds
25 May 2019,1.99,1.79,Cullen J. - Hopp M.,0:6,European Tour 7 Results & Historical Odds
25 May 2019,1.77,,Wade J. - Durrant G.,w.o.,European Tour 7 Results & Historical Odds
28 Apr 2019,1.48,1.48,White I. - Webster D.,6:2,European Tour 4 Results & Historical Odds
28 Apr 2019,1.56,1.56,Lewis A. - Henderson J.,6:3,European Tour 4 Results & Historical Odds
25 May 2019,1.22,1.22,White I. - Mansell M.,6:5,European Tour 7 Results & Historical Odds
25 May 2019,1.51,1.51,Chisnall D. - Beaton S.,6:2,European Tour 7 Results & Historical Odds
28 Apr 2019,1.32,1.32,Cross R. - Cullen J.,6:3,European Tour 4 Results & Historical Odds
28 Apr 2019,1.70,1.70,Price G. - Hughes J.,6:2,European Tour 4 Results & Historical Odds
25 May 2019,1.76,2.04,Webster D. - Rodriguez Row. J.,2:6,European Tour 7 Results & Historical Odds
25 May 2019,1.56,1.56,Price G. - Ratajski K.,6:1,European Tour 7 Results & Historical Odds
27 Apr 2019,1.86,1.91,Wattimena J. - van Barneveld R.,5:6,European Tour 4 Results & Historical Odds
25 May 2019,1.25,3.83,Clayton J. - Nilsson D.,5:6,European Tour 7 Results & Historical Odds
25 May 2019,1.29,1.29,Evans R. - van Trijp D.,6:2,European Tour 7 Results & Historical Odds
27 Apr 2019,1.12,1.12,van Gerwen M. - van den Bergh D.,6:1,European Tour 4 Results & Historical Odds
27 Apr 2019,1.21,1.21,Suljovic M. - Mansell M.,6:5,European Tour 4 Results & Historical Odds
25 May 2019,2.12,2.12,Wattimena J. - Noppert D.,6:4,European Tour 7 Results & Historical Odds
25 May 2019,1.31,1.31,Whitlock S. - Hempel F.,6:3,European Tour 7 Results & Historical Odds
27 Apr 2019,1.87,1.90,Hopp M. - Henderson J.,3:6,European Tour 4 Results & Historical Odds
27 Apr 2019,1.38,1.38,Wright P. - Lennon S.,6:2,European Tour 4 Results & Historical Odds
25 May 2019,1.73,2.06,Bunting S. - Dolan B.,4:6,European Tour 7 Results & Historical Odds
24 May 2019,1.51,1.51,Edhouse R. - Hendriks J.,6:2,European Tour 7 Results & Historical Odds
27 Apr 2019,1.37,1.37,Cross R. - Dobey Ch.,6:4,European Tour 4 Results & Historical Odds
24 May 2019,6.20,1.11,Szekely P. - van Barneveld R.,2:6,European Tour 7 Results & Historical Odds
24 May 2019,2.31,2.31,Hopp M. - Aspinall N.,6:5,European Tour 7 Results & Historical Odds
27 Apr 2019,1.99,1.79,Clayton J. - Aspinall N.,3:6,European Tour 4 Results & Historical Odds
24 May 2019,2.53,1.50,Boulton A. - Van der Voort V.,2:6,European Tour 7 Results & Historical Odds
27 Apr 2019,1.42,1.42,Chisnall D. - Evetts T.,6:3,European Tour 4 Results & Historical Odds
24 May 2019,2.25,1.62,Smith R. - Ratajski K.,3:6,European Tour 7 Results & Historical Odds
24 May 2019,2.30,1.60,Woodhouse L. - King M.,2:6,European Tour 7 Results & Historical Odds
27 Apr 2019,1.40,1.40,Wade J. - Humphries L.,6:5,European Tour 4 Results & Historical Odds
27 Apr 2019,1.78,1.78,White I. - de Zwaan J.,6:3,European Tour 4 Results & Historical Odds
24 May 2019,1.46,1.46,Nilsson D. - Hol E.,6:0,European Tour 7 Results & Historical Odds
24 May 2019,3.13,1.35,Norris A. - Beaton S.,4:6,European Tour 7 Results & Historical Odds
27 Apr 2019,1.42,1.42,Price G. - Beaton S.,6:5,European Tour 4 Results & Historical Odds
27 Apr 2019,1.29,1.29,Lewis A. - Richardson J.,6:3,European Tour 4 Results & Historical Odds
24 May 2019,1.53,1.53,Noppert D. - Ward H.,6:1,European Tour 7 Results & Historical Odds
24 May 2019,10.14,1.04,Merkx A. - Durrant G.,1:6,European Tour 7 Results & Historical Odds
27 Apr 2019,1.24,1.24,Gurney D. - Pallett D.,6:2,European Tour 4 Results & Historical Odds
27 Apr 2019,1.25,1.25,Cullen J. - Hendricks J.,6:1,European Tour 4 Results & Historical Odds
24 May 2019,1.22,4.05,Brown K. - van Trijp D.,5:6,European Tour 7 Results & Historical Odds
24 May 2019,2.07,1.72,de Decker M. - Rodriguez Row. J.,2:6,European Tour 7 Results & Historical Odds
27 Apr 2019,2.37,1.57,Whitlock S. - Hughes J.,4:6,European Tour 4 Results & Historical Odds
27 Apr 2019,1.29,1.29,Webster D. - Van der Meer V.,6:3,European Tour 4 Results & Historical Odds
24 May 2019,2.59,2.59,Hempel F. - Harrington R.,6:0,European Tour 7 Results & Historical Odds
24 May 2019,1.18,1.18,Dolan B. - Plaisier W.,6:1,European Tour 7 Results & Historical Odds
26 Apr 2019,3.14,1.35,Munch K. - Lennon S.,1:6,European Tour 4 Results & Historical Odds
24 May 2019,2.85,2.85,Mansell M. - Anderson K.,6:4,European Tour 7 Results & Historical Odds
24 May 2019,1.99,1.78,Joyce R. - O'Connor W.,2:6,European Tour 7 Results & Historical Odds
26 Apr 2019,1.83,1.96,Bunting S. - Henderson J.,5:6,European Tour 4 Results & Historical Odds
26 Apr 2019,1.86,1.92,Clemens G. - van Barneveld R.,3:6,European Tour 4 Results & Historical Odds
26 Apr 2019,1.05,1.05,van den Bergh D. - Kohnlein T.,6:2,European Tour 4 Results & Historical Odds
26 Apr 2019,2.04,1.75,Anderson K. - de Zwaan J.,3:6,European Tour 4 Results & Historical Odds
26 Apr 2019,7.87,1.07,Wenig L. - Dobey Ch.,4:6,European Tour 4 Results & Historical Odds
26 Apr 2019,1.16,1.16,Aspinall N. - Nilsson D.,6:1,European Tour 4 Results & Historical Odds
26 Apr 2019,1.31,1.31,Evetts T. - Kamphuis V.,6:1,European Tour 4 Results & Historical Odds
26 Apr 2019,3.72,3.72,Hendricks J. - Wilson J.,6:3,European Tour 4 Results & Historical Odds
26 Apr 2019,2.97,1.38,Shepherd K. - Beaton S.,3:6,European Tour 4 Results & Historical Odds
26 Apr 2019,4.97,1.16,Jirkal P. - Humphries L.,0:6,European Tour 4 Results & Historical Odds
26 Apr 2019,2.25,1.62,de Decker M. - Pallett D.,5:6,European Tour 4 Results & Historical Odds
26 Apr 2019,3.82,1.25,Koch K. - Van der Meer V.,4:6,European Tour 4 Results & Historical Odds
26 Apr 2019,1.48,1.48,Hughes J. - Dolan B.,6:4,European Tour 4 Results & Historical Odds
26 Apr 2019,2.75,2.75,Mansell M. - West S.,6:3,European Tour 4 Results & Historical Odds
26 Apr 2019,1.72,1.72,Richardson J. - Jones W.,6:5,European Tour 4 Results & Historical Odds
22 Apr 2019,1.12,1.12,van Gerwen M. - Whitlock S.,8:3,European Tour 3 Results & Historical Odds
22 Apr 2019,1.79,2.02,Hopp M. - Whitlock S.,6:7,European Tour 3 Results & Historical Odds
22 Apr 2019,1.37,1.37,van Gerwen M. - Cross R.,7:1,European Tour 3 Results & Historical Odds
22 Apr 2019,1.70,2.14,Cullen J. - Whitlock S.,1:6,European Tour 3 Results & Historical Odds
22 Apr 2019,3.27,1.33,Sedlacek K. - Hopp M.,5:6,European Tour 3 Results & Historical Odds
22 Apr 2019,1.51,1.51,Cross R. - Suljovic M.,6:5,European Tour 3 Results & Historical Odds
22 Apr 2019,1.08,1.08,van Gerwen M. - Evetts T.,6:5,European Tour 3 Results & Historical Odds
22 Apr 2019,1.73,2.07,Smith R. - Whitlock S.,4:6,European Tour 3 Results & Historical Odds
22 Apr 2019,2.70,1.45,Edhouse R. - Cullen J.,4:6,European Tour 3 Results & Historical Odds
22 Apr 2019,1.90,1.88,Huybrechts K. - Hopp M.,3:6,European Tour 3 Results & Historical Odds
22 Apr 2019,3.36,3.36,Sedlacek K. - Webster D.,6:5,European Tour 3 Results & Historical Odds
22 Apr 2019,1.73,1.73,Suljovic M. - Chisnall D.,6:5,European Tour 3 Results & Historical Odds
22 Apr 2019,1.50,1.50,Cross R. - Gurney D.,6:5,European Tour 3 Results & Historical Odds
22 Apr 2019,1.70,2.11,Evans R. - Evetts T.,4:6,European Tour 3 Results & Historical Odds
22 Apr 2019,1.11,1.11,van Gerwen M. - Bunting S.,6:1,European Tour 3 Results & Historical Odds
21 Apr 2019,1.47,2.65,Wright P. - Smith R.,4:6,European Tour 3 Results & Historical Odds
21 Apr 2019,1.68,1.68,Whitlock S. - Reyes C.,6:4,European Tour 3 Results & Historical Odds
21 Apr 2019,2.49,2.49,Cullen J. - Durrant G.,6:5,European Tour 3 Results & Historical Odds
31 Mar 2019,1.48,1.48,Gurney D. - Evans R.,8:6,European Tour 2 Results & Historical Odds
21 Apr 2019,1.40,1.40,Suljovic M. - Payne J.,6:2,European Tour 3 Results & Historical Odds
21 Apr 2019,1.34,3.25,Smith M. - Evans R.,0:6,European Tour 3 Results & Historical Odds
31 Mar 2019,1.87,1.87,Evans R. - Brown K.,7:3,European Tour 2 Results & Historical Odds
31 Mar 2019,1.78,2.01,Lewis A. - Gurney D.,5:7,European Tour 2 Results & Historical Odds
21 Apr 2019,1.10,1.10,Cross R. - Rasztovits M.,6:3,European Tour 3 Results & Historical Odds
21 Apr 2019,1.12,1.12,van Gerwen M. - Ratajski K.,6:4,European Tour 3 Results & Historical Odds
31 Mar 2019,1.44,2.77,Price G. - Brown K.,5:6,European Tour 2 Results & Historical Odds
31 Mar 2019,1.90,1.90,Webster D. - Evans R.,5:6,European Tour 2 Results & Historical Odds
21 Apr 2019,1.90,1.90,Hopp M. - Brown K.,6:3,European Tour 3 Results & Historical Odds
31 Mar 2019,1.51,1.51,Gurney D. - Bunting S.,6:5,European Tour 2 Results & Historical Odds
31 Mar 2019,1.76,2.03,Wright P. - Lewis A.,2:6,European Tour 2 Results & Historical Odds
21 Apr 2019,1.21,4.31,Lewis A. - Edhouse R.,5:6,European Tour 3 Results & Historical Odds
21 Apr 2019,1.32,3.32,Wade J. - Huybrechts K.,5:6,European Tour 3 Results & Historical Odds
31 Mar 2019,1.74,1.74,Brown K. - Wilson J.,6:0,European Tour 2 Results & Historical Odds
31 Mar 2019,1.52,1.52,Price G. - Clayton J.,6:1,European Tour 2 Results & Historical Odds
21 Apr 2019,1.31,1.31,Chisnall D. - Monk A.,6:2,European Tour 3 Results & Historical Odds
21 Apr 2019,1.53,1.53,Gurney D. - Anderson K.,6:4,European Tour 3 Results & Historical Odds
31 Mar 2019,1.86,1.86,Evans R. - King M.,6:4,European Tour 2 Results & Historical Odds
31 Mar 2019,1.32,3.30,Wade J. - Webster D.,5:6,European Tour 2 Results & Historical Odds
21 Apr 2019,1.97,1.81,Noppert D. - Bunting S.,1:6,European Tour 3 Results & Historical Odds
21 Apr 2019,1.47,1.47,Webster D. - Derry N.,6:1,European Tour 3 Results & Historical Odds
31 Mar 2019,1.66,2.18,White I. - Bunting S.,4:6,European Tour 2 Results & Historical Odds
21 Apr 2019,1.48,2.60,Clayton J. - Evetts T.,2:6,European Tour 3 Results & Historical Odds
21 Apr 2019,1.27,3.75,White I. - Sedlacek K.,4:6,European Tour 3 Results & Historical Odds
31 Mar 2019,1.56,2.38,Cross R. - Gurney D.,2:6,European Tour 2 Results & Historical Odds
31 Mar 2019,1.73,1.73,Lewis A. - Cullen J.,6:2,European Tour 2 Results & Historical Odds
20 Apr 2019,3.21,1.33,Hurtz M. - Reyes C.,2:6,European Tour 3 Results & Historical Odds
31 Mar 2019,1.37,1.37,Wright P. - Wattimena J.,6:3,European Tour 2 Results & Historical Odds
30 Mar 2019,1.38,2.96,Chisnall D. - King M.,3:6,European Tour 2 Results & Historical Odds
20 Apr 2019,2.06,1.73,Hughes J. - Durrant G.,1:6,European Tour 3 Results & Historical Odds
20 Apr 2019,1.83,1.93,Clemens G. - Evans R.,5:6,European Tour 3 Results & Historical Odds
30 Mar 2019,1.08,7.75,van Gerwen M. - Brown K.,4:6,European Tour 2 Results & Historical Odds
30 Mar 2019,1.29,3.50,Suljovic M. - Evans R.,4:6,European Tour 2 Results & Historical Odds
20 Apr 2019,1.30,1.30,Huybrechts K. - Horvat D.,6:5,European Tour 3 Results & Historical Odds
20 Apr 2019,1.31,3.40,Dobey Ch. - Rasztovits M.,3:6,European Tour 3 Results & Historical Odds
30 Mar 2019,2.43,2.43,Bunting S. - van den Bergh D.,6:5,European Tour 2 Results & Historical Odds
30 Mar 2019,1.28,1.28,Wright P. - Gilding A.,6:3,European Tour 2 Results & Historical Odds
20 Apr 2019,1.51,1.51,Ratajski K. - Schindler M.,6:2,European Tour 3 Results & Historical Odds
20 Apr 2019,2.55,1.50,Norris A. - Bunting S.,1:6,European Tour 3 Results & Historical Odds
30 Mar 2019,1.17,1.17,Cross R. - Meulenkamp R.,6:4,European Tour 2 Results & Historical Odds
30 Mar 2019,2.08,2.08,Cullen J. - Aspinall N.,6:4,European Tour 2 Results & Historical Odds
20 Apr 2019,1.34,3.15,Beaton S. - Derry N.,1:6,European Tour 3 Results & Historical Odds
20 Apr 2019,1.33,1.33,Anderson K. - Munch K.,6:2,European Tour 3 Results & Historical Odds
30 Mar 2019,1.35,1.35,Gurney D. - Boulton A.,6:1,European Tour 2 Results & Historical Odds
30 Mar 2019,1.36,1.36,Wilson J. - Robbe M.,6:5,European Tour 2 Results & Historical Odds
20 Apr 2019,1.80,1.80,Sedlacek K. - Portela D.,6:4,European Tour 3 Results & Historical Odds
20 Apr 2019,1.28,1.28,Payne J. - Artut J.,6:2,European Tour 3 Results & Historical Odds
30 Mar 2019,1.14,1.14,Price G. - Dudbridge M.,6:2,European Tour 2 Results & Historical Odds
30 Mar 2019,1.29,1.29,Wattimena J. - Siepmann S.,6:1,European Tour 2 Results & Historical Odds
20 Apr 2019,1.32,1.32,Smith R. - Barilli M.,6:3,European Tour 3 Results & Historical Odds
20 Apr 2019,1.30,1.30,Brown K. - Caris M.,6:5,European Tour 3 Results & Historical Odds
30 Mar 2019,1.05,1.05,Lewis A. - Knopf K.,6:3,European Tour 2 Results & Historical Odds
30 Mar 2019,1.53,1.53,Clayton J. - Stevenson S.,6:2,European Tour 2 Results & Historical Odds
20 Apr 2019,1.28,1.28,Monk A. - Puls M.,6:3,European Tour 3 Results & Historical Odds
20 Apr 2019,1.43,1.43,Evetts T. - Wilson M.,6:2,European Tour 3 Results & Historical Odds
30 Mar 2019,1.21,1.21,Wade J. - Koltsov B.,6:1,European Tour 2 Results & Historical Odds
30 Mar 2019,1.85,1.85,White I. - Hughes J.,6:5,European Tour 2 Results & Historical Odds
20 Apr 2019,2.27,2.27,Edhouse R. - Dolan B.,6:4,European Tour 3 Results & Historical Odds
30 Mar 2019,2.33,2.33,Webster D. - Humphries L.,6:5,European Tour 2 Results & Historical Odds
29 Mar 2019,6.97,1.09,Holz M. - Aspinall N.,1:6,European Tour 2 Results & Historical Odds
29 Mar 2019,2.26,1.62,Beaton S. - van den Bergh D.,4:6,European Tour 2 Results & Historical Odds
29 Mar 2019,3.55,3.55,Dudbridge M. - Clemens G.,6:4,European Tour 2 Results & Historical Odds
29 Mar 2019,2.37,1.57,Langendorf M. - Robbe M.,3:6,European Tour 2 Results & Historical Odds
29 Mar 2019,2.83,1.41,Portela D. - King M.,4:6,European Tour 2 Results & Historical Odds
29 Mar 2019,3.29,3.29,Siepmann S. - Mansell M.,6:2,European Tour 2 Results & Historical Odds
29 Mar 2019,1.47,1.47,Brown K. - Razma M.,6:5,European Tour 2 Results & Historical Odds
29 Mar 2019,4.51,1.19,Kanik T. - Hughes J.,4:6,European Tour 2 Results & Historical Odds
29 Mar 2019,1.68,2.16,Payne J. - Boulton A.,4:6,European Tour 2 Results & Historical Odds
29 Mar 2019,1.32,1.32,Meulenkamp R. - Viljanen K.,6:4,European Tour 2 Results & Historical Odds
29 Mar 2019,4.43,4.43,Knopf K. - Taylor S.,6:4,European Tour 2 Results & Historical Odds
29 Mar 2019,2.42,1.54,de Decker M. - Gilding A.,3:6,European Tour 2 Results & Historical Odds
29 Mar 2019,2.75,1.43,Artut J. - Koltsov B.,0:6,European Tour 2 Results & Historical Odds
29 Mar 2019,1.61,1.61,Evans R. - Thornton R.,6:4,European Tour 2 Results & Historical Odds
29 Mar 2019,3.65,1.27,Atkins M. - Humphries L.,2:6,European Tour 2 Results & Historical Odds
29 Mar 2019,2.62,1.47,Prins D. - Stevenson S.,2:6,European Tour 2 Results & Historical Odds
16 Jun 2019,2.51,1.53,Dobey Ch. - Chisnall D.,3:8,European Tour 8 Results & Historical Odds
16 Jun 2019,2.22,1.64,Clayton J. - Chisnall D.,6:7,European Tour 8 Results & Historical Odds
16 Jun 2019,1.33,3.27,Price G. - Dobey Ch.,4:7,European Tour 8 Results & Historical Odds
16 Jun 2019,1.51,1.51,Chisnall D. - Wattimena J.,6:1,European Tour 8 Results & Historical Odds
16 Jun 2019,1.83,1.83,Clayton J. - Whitlock S.,6:1,European Tour 8 Results & Historical Odds
16 Jun 2019,1.83,1.83,Dobey Ch. - de Sousa J. O.,6:5,European Tour 8 Results & Historical Odds
16 Jun 2019,1.39,1.39,Price G. - Cullen J.,6:1,European Tour 8 Results & Historical Odds
16 Jun 2019,1.48,2.59,White I. - Wattimena J.,4:6,European Tour 8 Results & Historical Odds
16 Jun 2019,1.86,1.92,Suljovic M. - Chisnall D.,5:6,European Tour 8 Results & Historical Odds
16 Jun 2019,1.57,2.38,Lewis A. - Whitlock S.,3:6,European Tour 8 Results & Historical Odds
16 Jun 2019,1.40,2.88,Wade J. - Clayton J.,2:6,European Tour 8 Results & Historical Odds
16 Jun 2019,1.36,3.11,Gurney D. - de Sousa J. O.,2:6,European Tour 8 Results & Historical Odds
16 Jun 2019,2.98,1.38,Shepherd K. - Dobey Ch.,2:6,European Tour 8 Results & Historical Odds
16 Jun 2019,1.38,3.00,Wright P. - Cullen J.,4:6,European Tour 8 Results & Historical Odds
16 Jun 2019,1.43,1.43,Price G. - Bunting S.,6:2,European Tour 8 Results & Historical Odds
15 Jun 2019,2.82,2.82,Wattimena J. - Smith M.,6:4,European Tour 8 Results & Historical Odds
15 Jun 2019,1.26,1.26,White I. - Schindler M.,6:5,European Tour 8 Results & Historical Odds
15 Jun 2019,1.45,1.45,Suljovic M. - Clemens G.,6:5,European Tour 8 Results & Historical Odds
15 Jun 2019,1.51,1.51,Lewis A. - Anderson K.,6:4,European Tour 8 Results & Historical Odds
15 Jun 2019,1.16,1.16,Wade J. - Nilsson D.,6:3,European Tour 8 Results & Historical Odds
15 Jun 2019,1.41,1.41,Wright P. - O'Connor W.,6:2,European Tour 8 Results & Historical Odds
15 Jun 2019,1.11,6.14,Cross R. - Shepherd K.,4:6,European Tour 8 Results & Historical Odds
15 Jun 2019,1.12,1.12,Price G. - Harrington R.,6:4,European Tour 8 Results & Historical Odds
15 Jun 2019,1.89,1.88,Evans R. - Dobey Ch.,5:6,European Tour 8 Results & Historical Odds
15 Jun 2019,1.31,1.31,Gurney D. - Joyce R.,6:1,European Tour 8 Results & Historical Odds
15 Jun 2019,1.28,1.28,Cullen J. - Burness K.,6:1,European Tour 8 Results & Historical Odds
15 Jun 2019,2.48,2.48,Whitlock S. - Aspinall N.,6:4,European Tour 8 Results & Historical Odds
15 Jun 2019,1.53,1.53,Chisnall D. - Ratajski K.,6:2,European Tour 8 Results & Historical Odds
15 Jun 2019,1.17,1.17,Clayton J. - Laursen P.,6:5,European Tour 8 Results & Historical Odds
15 Jun 2019,2.18,1.66,Webster D. - de Sousa J. O.,5:6,European Tour 8 Results & Historical Odds
15 Jun 2019,1.42,1.42,Bunting S. - Harris C.,6:4,European Tour 8 Results & Historical Odds
14 Jun 2019,3.21,3.21,Nilsson D. - Lennon S.,6:0,European Tour 8 Results & Historical Odds
14 Jun 2019,2.48,1.51,Beaton S. - Smith M.,4:6,European Tour 8 Results & Historical Odds
14 Jun 2019,2.76,2.76,Shepherd K. - Van der Voort V.,6:4,European Tour 8 Results & Historical Odds
14 Jun 2019,2.03,2.03,Clemens G. - King M.,6:3,European Tour 8 Results & Historical Odds
14 Jun 2019,2.14,1.67,West S. - Dobey Ch.,3:6,European Tour 8 Results & Historical Odds
